ind,ozone,dzone,obs,dbs
4772,1,21,1677,1648
4780,1,21,380,1657
4796,1,21,1694,55
4809,1,21,376,955
4818,1,21,380,1649
4841,1,21,1695,983
4850,1,21,380,400
4897,1,21,506,1647
4918,1,21,380,983
4932,1,21,1,1650
4944,1,21,506,981
4956,1,21,506,1650
4986,1,21,1677,983
5012,1,21,1695,1650
5019,1,21,380,983
5041,1,21,1694,399
5083,1,21,215,54
5099,1,21,215,1657
5103,1,21,1677,983
5134,1,21,1678,1655
5146,1,21,1694,953
5150,1,21,376,1646
5161,1,21,1678,981
5162,1,21,376,954
5198,1,22,1678,465
5220,1,22,1694,231
5271,1,22,376,251
5276,1,22,380,229
5291,1,22,1678,252
5314,1,22,1695,467
5318,1,22,1678,227
5339,1,22,1678,252
5365,1,22,215,227
5366,1,22,1694,49
5392,1,22,380,230
5410,1,22,1695,253
5453,1,22,1677,502
5471,1,22,506,502
5473,1,22,380,254
5496,1,22,1677,48
5532,1,22,1677,251
5564,1,22,1695,503
5581,1,22,215,252
5600,1,22,1677,501
5605,1,22,380,228
5640,1,22,1677,504
5644,1,22,1,49
5657,1,22,215,251
5678,1,22,1678,230
5723,1,22,1677,503
5729,1,22,380,468
5743,1,22,376,253
5771,1,22,1678,501
5779,1,22,376,227
5785,1,22,506,468
5844,1,22,1677,229
5853,1,22,1695,231
5873,1,22,215,227
5874,1,22,1677,504
5914,1,22,380,228
5916,1,22,380,227
5924,1,23,1678,53
5970,1,23,1677,185
5985,1,23,1678,181
5991,1,23,1694,964
6022,1,23,376,160
6094,1,23,506,181
6126,1,23,380,52
6134,1,23,376,1651
6137,1,23,376,188
6144,1,23,1694,742
6146,1,23,1695,46
6156,1,23,1,740
6197,1,23,1695,1651
6219,1,23,1695,155
6227,1,23,1695,154
6273,1,23,380,1652
6302,1,23,215,741
6321,1,23,1695,157
6358,1,23,1677,186
6427,1,23,506,188
6431,1,23,215,155
6433,1,23,1694,767
6480,1,23,1678,1652
6483,1,23,215,187
6486,1,23,215,158
6491,1,23,380,160
6502,1,23,376,742
6512,1,23,1,47
6555,1,23,1694,964
6560,1,23,1694,154
6563,1,23,215,46
6571,1,23,1694,184
6574,1,23,506,53
6630,1,23,1695,766
6632,1,23,376,159
6655,1,23,1694,157
6678,1,23,506,46
6730,1,23,1694,769
6744,1,23,1677,188
6760,1,23,215,741
6761,1,23,506,187
6789,1,23,1678,770
6827,1,23,376,742
6836,1,23,1,154
6857,1,23,1677,766
6911,1,23,1,157
6920,1,23,380,742
6924,1,23,1,1651
6941,1,23,1695,740
6959,1,23,1,186
6986,1,23,1,53
7017,1,23,506,770
7027,1,23,376,770
7028,1,23,1,154
7055,1,23,1,159
7180,1,24,506,1667
7182,1,24,506,1669
7193,1,24,1695,412
7226,1,24,1694,412
7228,1,24,506,412
7231,1,24,376,459
7241,1,24,1,1664
7256,1,24,376,1718
7282,1,24,215,1670
7287,1,24,380,1668
7288,1,24,1694,1669
7300,1,24,1,1660
7334,1,24,376,1663
7337,1,24,1677,1663
7409,1,24,1,1666
7450,1,24,1694,1669
7460,1,24,1695,1718
7468,1,24,215,1666
7483,1,24,376,1664
7496,1,24,506,1667
7509,1,24,506,460
7519,1,24,1678,412
7522,1,24,376,1667
7548,1,24,215,1660
7549,1,24,1694,1665
7559,1,24,215,1665
7578,1,24,1678,1662
7590,1,24,1695,1668
7615,1,25,1678,332
7632,1,25,376,334
7690,1,25,1,98
7712,1,25,1695,404
7715,1,25,1677,378
7732,1,25,506,68
7741,1,25,380,378
7755,1,25,506,99
7777,1,25,380,98
7804,1,25,1,298
7811,1,25,1,68
7812,1,25,1677,300
7839,1,25,506,102
7847,1,25,1695,334
7851,1,25,1677,334
7889,1,25,1,71
7936,1,25,1,68
7957,1,25,376,99
7976,1,25,376,98
8031,1,25,376,404
8034,1,25,1,300
8055,1,25,1678,298
8059,1,25,376,69
8072,1,26,215,94
8118,1,26,376,304
8126,1,26,1,327
8149,1,26,506,76
8158,1,26,1677,96
8160,1,26,215,304
8161,1,26,1678,305
8185,1,26,215,306
8213,1,26,1677,307
8219,1,26,376,303
8223,1,26,215,327
8224,1,26,506,95
8237,1,26,1678,330
8268,1,26,506,93
8281,1,26,1694,326
8300,1,26,1,97
8310,1,26,376,305
8327,1,26,1694,96
8349,1,26,1694,92
8398,1,26,1678,377
8423,1,26,376,329
8438,1,26,1,72
8553,1,26,1,327
8570,1,26,376,328
8576,1,26,1,326
8584,1,26,506,74
8602,1,26,376,96
8603,1,26,380,95
8651,1,26,1,307
8660,1,26,1695,94
8698,1,26,1694,379
8704,1,26,1695,306
8727,1,26,1677,76
8783,1,26,1677,77
8799,1,26,1678,93
8801,1,26,506,93
8802,1,26,1694,305
8818,1,26,506,92
8849,1,26,215,76
8858,1,26,1,330
8868,1,26,1694,76
8905,1,27,376,59
8913,1,27,1678,1659
8915,1,27,1695,409
8938,1,27,1695,212
8946,1,27,215,40
8950,1,27,1678,207
8951,1,27,1677,214
9036,1,27,215,190
9054,1,27,506,207
9056,1,27,1694,464
9073,1,27,376,203
9176,1,27,376,409
9237,1,27,1694,1658
9289,2,1,861,1695
9297,2,1,1680,1695
9355,2,1,1693,1
9412,2,2,295,353
9418,2,2,355,295
9420,2,2,343,295
9429,2,2,295,295
9453,2,2,1693,261
9500,2,2,356,356
9519,2,3,346,361
9521,2,3,356,341
9523,2,3,861,358
9594,2,4,1693,375
9615,2,5,1681,1331
9639,2,5,1693,1329
9640,2,5,343,1330
9661,2,5,1681,1690
9669,2,5,354,1331
9689,2,5,1680,1682
9727,2,5,347,1343
9741,2,6,1679,771
9807,2,6,343,28
9867,2,7,353,180
9882,2,7,355,310
9888,2,7,353,30
9903,2,7,1681,30
9907,2,7,357,30
9927,2,7,1679,1714
9960,2,7,346,3
9963,2,7,861,1713
9995,2,8,355,387
10005,2,8,261,390
10014,2,8,344,1700
10036,2,8,1692,1327
10043,2,8,295,862
10069,2,8,354,368
10085,2,8,295,368
10088,2,8,295,862
10156,2,8,346,863
10206,2,8,861,1703
10223,2,8,355,862
10240,2,8,772,1702
10260,2,8,1680,864
10266,2,8,357,1700
10277,2,8,1679,1676
10287,2,8,344,1673
10294,2,8,1692,369
10329,2,8,1680,386
10368,2,8,344,390
10378,2,8,347,1696
10414,2,8,772,363
10429,2,8,1691,1698
10453,2,8,261,387
10455,2,8,1680,1675
10456,2,8,1691,364
10466,2,8,354,390
10476,2,8,354,1697
10526,2,8,345,364
10536,2,8,1680,391
10556,2,8,261,369
10597,2,8,345,370
10612,2,8,1679,365
10641,2,8,1692,1327
10650,2,8,1691,1703
10689,2,9,355,164
10700,2,9,357,1337
10722,2,9,1692,1268
10731,2,9,353,1162
10746,2,9,347,1161
10759,2,9,295,1335
10765,2,9,357,1340
10771,2,9,343,1334
10773,2,9,1681,1341
10815,2,9,772,1333
10838,2,9,356,144
10844,2,9,1680,1268
10993,2,9,295,1334
11008,2,9,345,164
11012,2,9,357,163
11020,2,9,347,176
11067,2,9,343,1341
11073,2,9,344,1340
11085,2,9,346,144
11116,2,9,261,176
11142,2,9,344,1333
11167,2,9,1681,1161
11170,2,9,1691,1335
11178,2,9,345,144
11238,2,10,355,167
11241,2,10,861,21
11250,2,10,295,1182
11273,2,10,345,161
11327,2,10,1691,1627
11330,2,10,295,22
11386,2,10,1691,113
11416,2,10,1691,115
11420,2,10,1681,314
11421,2,10,772,12
11427,2,10,343,168
11436,2,10,772,139
11461,2,10,772,22
11475,2,10,345,12
11497,2,10,861,115
11500,2,10,356,1627
11542,2,11,1692,986
11544,2,11,261,222
11580,2,11,261,10
11603,2,11,1691,26
11636,2,11,1680,1626
11639,2,11,353,986
11655,2,11,1692,258
11693,2,11,355,1578
11702,2,11,1680,255
11707,2,11,772,10
11749,2,11,355,226
11768,2,11,355,996
11774,2,11,357,996
11804,2,11,261,222
11823,2,11,772,996
11850,2,11,355,222
11854,2,11,1693,996
11870,2,11,1693,951
11940,2,11,1681,222
11945,2,11,354,1578
11955,2,11,295,949
12002,2,11,1692,259
12019,2,11,356,991
12025,2,11,346,986
12037,2,11,347,222
12048,2,11,1679,216
12053,2,11,1692,950
12054,2,11,346,224
12104,2,12,1692,323
12112,2,12,772,37
12136,2,12,356,1720
12139,2,12,346,1720
12159,2,13,357,84
12164,2,13,1691,995
12173,2,13,357,84
12189,2,15,345,1271
12244,2,16,354,293
12269,2,16,261,775
12271,2,16,347,293
12302,2,16,1681,288
12344,2,17,295,267
12353,2,17,1680,267
12357,2,17,1681,267
12375,2,17,343,267
12391,2,18,345,172
12422,2,18,295,1509
12423,2,18,1679,1625
12466,2,19,356,241
12482,2,19,1680,1510
12496,2,20,346,89
12504,2,20,1693,88
12526,2,20,1680,88
12561,2,21,295,983
12567,2,21,1679,1656
12583,2,21,1680,42
12615,2,21,347,1649
12634,2,21,344,56
12653,2,21,353,1647
12659,2,21,772,56
12708,2,21,346,1653
12709,2,21,355,1655
12713,2,21,353,954
12724,2,21,1680,41
12735,2,21,354,1656
12736,2,21,344,56
12760,2,21,345,1650
12788,2,21,356,981
12808,2,21,1681,58
12832,2,21,355,44
12846,2,21,357,1650
12862,2,21,354,57
12874,2,21,1679,57
12919,2,21,1692,398
12930,2,21,346,956
12942,2,21,345,58
12972,2,21,861,980
12987,2,21,261,1647
12990,2,21,861,54
13007,2,21,861,1648
13025,2,21,861,1657
13075,2,21,261,1650
13081,2,21,1679,955
13127,2,21,344,57
13130,2,21,356,953
13154,2,21,1692,43
13170,2,21,261,42
13183,2,21,772,981
13201,2,21,355,955
13210,2,21,343,398
13227,2,21,295,397
13261,2,21,1680,1654
13309,2,21,347,55
13336,2,21,772,1648
13385,2,21,295,1649
13400,2,21,1679,1646
13405,2,21,346,54
13409,2,21,1692,1654
13415,2,21,347,1646
13423,2,21,355,954
13430,2,21,1691,1647
13442,2,21,344,42
13465,2,21,346,55
13466,2,21,1691,400
13474,2,21,345,1653
13479,2,21,345,954
13501,2,21,1679,1648
13518,2,21,356,400
13543,2,21,345,398
13551,2,21,861,58
13595,2,21,356,44
13606,2,21,772,1656
13623,2,21,861,1648
13645,2,21,346,955
13654,2,21,772,1649
13671,2,21,1693,1654
13673,2,21,1679,1646
13677,2,21,357,1655
13710,2,21,1692,41
13711,2,21,343,397
13724,2,21,1680,953
13725,2,21,1680,953
13760,2,21,295,57
13761,2,21,1691,982
13799,2,22,347,467
13817,2,22,1680,501
13859,2,22,355,251
13874,2,22,346,465
13900,2,22,344,230
13913,2,22,772,49
13917,2,22,861,502
13939,2,22,355,503
13989,2,22,344,504
14013,2,22,345,468
14037,2,22,355,251
14038,2,22,347,251
14154,2,22,1680,503
14184,2,22,772,230
14187,2,22,1679,504
14194,2,22,295,253
14210,2,22,356,467
14227,2,22,353,252
14236,2,22,1679,230
14265,2,22,345,465
14280,2,22,357,49
14281,2,22,343,254
14293,2,22,346,229
14359,2,22,861,228
14360,2,22,772,49
14364,2,22,1680,504
14367,2,22,1691,251
14437,2,23,861,156
14446,2,23,357,157
14458,2,23,295,46
14482,2,23,355,187
14492,2,23,347,188
14540,2,23,261,184
14541,2,23,345,185
14543,2,23,353,160
14583,2,23,261,187
14588,2,23,343,45
14628,2,23,1681,184
14642,2,23,357,1651
14647,2,23,353,1651
14652,2,23,347,181
14663,2,23,1693,964
14666,2,23,356,155
14680,2,23,295,769
14709,2,23,343,770
14711,2,23,772,157
14715,2,23,1691,156
14733,2,23,772,155
14736,2,23,1679,740
14754,2,23,1681,770
14761,2,23,344,47
14788,2,23,346,767
14811,2,23,1693,156
14847,2,23,354,181
14861,2,23,1679,964
14875,2,23,346,964
14949,2,23,1680,160
14969,2,23,861,160
14985,2,23,1681,964
15004,2,23,343,159
15006,2,23,353,52
15015,2,23,345,741
15023,2,23,1679,188
15034,2,23,1691,187
15036,2,23,861,155
15050,2,23,1692,52
15061,2,23,1691,182
15116,2,23,357,52
15123,2,23,346,52
15124,2,23,344,52
15125,2,23,346,156
15140,2,23,1693,188
15190,2,23,1680,182
15210,2,23,354,183
15280,2,23,1692,183
15359,2,23,861,770
15367,2,23,772,768
15373,2,23,343,186
15413,2,24,295,1667
15439,2,24,356,1664
15440,2,24,357,459
15464,2,24,357,1666
15468,2,24,261,1661
15486,2,24,772,1718
15513,2,24,354,1660
15529,2,24,295,1662
15537,2,24,1693,412
15547,2,24,343,1662
15551,2,24,346,1660
15554,2,24,354,1664
15559,2,24,1693,1663
15578,2,24,1693,1661
15604,2,24,861,410
15607,2,24,1692,1668
15626,2,24,344,460
15646,2,24,1693,1664
15662,2,24,1692,459
15682,2,24,861,412
15692,2,24,344,1662
15698,2,24,1680,1664
15756,2,24,861,1670
15763,2,24,354,1660
15765,2,24,346,1660
15777,2,24,343,459
15780,2,24,344,1668
15823,2,24,343,1670
15863,2,24,261,411
15907,2,25,772,333
15909,2,25,1691,102
15954,2,25,1691,404
15981,2,25,772,378
15984,2,25,295,71
16026,2,25,1693,298
16049,2,25,861,378
16091,2,25,1692,102
16123,2,25,295,331
16134,2,25,346,67
16173,2,25,1691,378
16179,2,25,1692,334
16184,2,25,354,101
16187,2,25,357,98
16189,2,25,347,333
16214,2,25,344,102
16230,2,25,772,98
16252,2,25,772,68
16294,2,26,772,377
16319,2,26,1692,76
16324,2,26,1679,308
16369,2,26,354,72
16382,2,26,343,72
16389,2,26,1691,303
16400,2,26,861,306
16508,2,26,355,77
16522,2,26,1680,326
16528,2,26,346,96
16531,2,26,861,330
16537,2,26,1692,74
16547,2,26,1681,75
16573,2,26,1692,307
16648,2,26,772,307
16658,2,26,353,75
16665,2,26,1681,377
16669,2,26,1692,308
16678,2,26,1681,326
16697,2,26,344,329
16701,2,26,1693,328
16713,2,26,1692,96
16716,2,26,295,328
16760,2,26,353,325
16770,2,26,347,328
16771,2,26,354,306
16808,2,26,295,303
16815,2,26,1691,94
16842,2,26,347,326
16845,2,26,354,307
16858,2,26,346,329
16914,2,26,1679,93
16915,2,26,357,308
16920,2,26,772,92
16958,2,26,772,379
16976,2,26,1679,76
16978,2,26,861,325
16979,2,26,772,307
16984,2,26,357,76
16992,2,26,1691,329
16994,2,26,343,73
17031,2,27,354,204
17050,2,27,1681,209
17054,2,27,356,464
17073,2,27,772,1671
17077,2,27,346,1717
17095,2,27,343,402
17106,2,27,1681,1658
17107,2,27,861,194
17141,2,27,357,190
17187,2,27,1680,463
17196,2,27,772,208
17201,2,27,347,194
17242,2,27,344,204
17245,2,27,346,409
17255,2,27,772,194
17291,2,27,1691,200
17350,3,1,338,1678
17387,3,2,360,355
17390,3,2,342,355
17431,3,3,339,342
17439,3,4,341,381
17448,3,5,358,1345
17459,3,5,358,1331
17462,3,5,362,1690
17468,3,5,362,1682
17470,3,5,360,1345
17479,3,5,361,1330
17481,3,5,362,1345
17490,3,5,359,1345
17507,3,6,338,296
17554,3,7,341,65
17564,3,7,361,64
17589,3,7,342,1712
17591,3,7,338,64
17606,3,8,339,367
17609,3,8,359,1676
17615,3,8,341,366
17619,3,8,338,863
17636,3,8,358,364
17640,3,8,359,1676
17654,3,8,361,1698
17667,3,8,340,1697
17675,3,8,361,1696
17721,3,8,361,389
17734,3,8,361,1701
17748,3,8,361,363
17782,3,8,339,1700
17800,3,8,338,1699
17822,3,8,341,387
17825,3,8,361,1701
17848,3,8,341,365
17854,3,8,338,389
17863,3,8,342,364
17889,3,9,358,1339
17904,3,9,339,1335
17906,3,9,362,177
17975,3,9,360,1339
18003,3,9,341,163
18011,3,9,340,1334
18025,3,9,339,1333
18030,3,9,342,1334
18049,3,9,342,1340
18074,3,9,341,1333
18131,3,10,361,12
18170,3,10,341,9
18178,3,10,358,313
18192,3,10,360,166
18203,3,10,338,112
18228,3,11,358,257
18250,3,11,341,221
18286,3,11,359,949
18290,3,11,340,989
18379,3,11,358,223
18430,3,11,340,984
18471,3,12,340,38
18472,3,12,361,38
18496,3,15,362,1326
18550,3,16,361,282
18565,3,17,360,267
18569,3,17,342,267
18576,3,18,360,105
18592,3,19,342,242
18621,3,20,339,88
18682,3,21,341,953
18772,3,21,358,1646
18795,3,21,338,400
18819,3,21,361,1649
18846,3,21,341,42
18891,3,21,340,42
18926,3,21,359,1653
18949,3,21,361,400
18961,3,21,339,58
18975,3,21,339,1657
18977,3,21,339,43
18984,3,21,358,980
18995,3,21,340,953
19011,3,21,358,1653
19092,3,21,338,58
19095,3,21,360,1653
19098,3,21,338,1646
19120,3,21,339,56
19124,3,21,340,1647
19146,3,22,340,465
19147,3,22,340,466
19149,3,22,360,466
19194,3,22,342,253
19207,3,22,339,50
19209,3,22,339,468
19242,3,22,358,252
19259,3,22,338,231
19296,3,22,341,501
19301,3,22,358,227
19309,3,22,341,231
19317,3,22,341,231
19449,3,23,361,159
19463,3,23,342,1651
19464,3,23,360,964
19478,3,23,362,158
19485,3,23,338,53
19503,3,23,340,768
19536,3,23,362,155
19550,3,23,358,767
19589,3,23,359,157
19591,3,23,339,769
19605,3,23,360,45
19631,3,23,362,1652
19649,3,23,360,160
19662,3,23,339,769
19665,3,23,360,181
19669,3,23,341,188
19680,3,23,359,1652
19709,3,23,338,769
19718,3,23,340,1652
19728,3,23,341,1652
19756,3,23,362,156
19765,3,23,358,181
19783,3,23,362,769
19813,3,24,340,1718
19821,3,24,342,1663
19848,3,24,360,1666
19936,3,24,338,1662
19998,3,25,362,71
20006,3,25,361,67
20033,3,25,359,102
20058,3,25,362,333
20075,3,25,341,71
20081,3,25,339,301
20165,3,26,342,93
20178,3,26,362,73
20185,3,26,338,303
20213,3,26,358,95
20247,3,26,338,72
20252,3,26,358,325
20261,3,26,339,95
20278,3,26,359,308
20283,3,26,340,76
20329,3,26,340,94
20334,3,26,362,304
20357,3,26,338,306
20363,3,26,359,75
20377,3,26,362,379
20391,3,26,362,377
20422,3,26,362,328
20522,3,27,342,200
20533,3,27,359,201
20534,3,27,360,202
20551,3,27,358,202
20556,3,27,338,409
20568,4,1,382,1695
20571,4,1,542,215
20574,4,1,374,380
20623,4,2,382,1680
20698,4,5,381,1344
20702,4,5,375,1690
20705,4,5,381,1343
20708,4,5,382,1330
20713,4,6,507,311
20715,4,6,507,619
20734,4,6,374,336
20738,4,6,374,336
20740,4,6,542,322
20770,4,7,381,33
20799,4,8,542,1696
20828,4,8,507,1270
20850,4,8,381,391
20874,4,8,375,862
20877,4,8,374,1673
20886,4,8,507,367
20891,4,8,381,1701
20898,4,8,374,391
20922,4,8,542,1696
20952,4,8,375,1675
20978,4,8,507,1700
21014,4,9,542,1340
21018,4,9,542,1336
21021,4,9,375,1339
21044,4,9,374,1336
21059,4,9,381,176
21068,4,9,375,1335
21072,4,9,375,1183
21126,4,9,375,144
21140,4,9,374,177
21146,4,9,375,1333
21159,4,10,381,25
21164,4,10,507,116
21223,4,10,374,319
21242,4,10,375,142
21266,4,11,507,996
21267,4,11,507,222
21271,4,11,374,255
21276,4,11,375,1626
21292,4,11,374,505
21293,4,11,507,225
21325,4,11,375,991
21376,4,11,382,1578
21383,4,11,542,985
21435,4,12,382,39
21436,4,12,382,1715
21438,4,12,375,309
21467,4,16,542,264
21474,4,16,375,292
21503,4,17,381,267
21513,4,18,382,105
21516,4,18,507,1574
21520,4,19,382,1688
21526,4,19,381,1685
21540,4,20,382,88
21552,4,20,374,509
21570,4,21,381,1656
21582,4,21,381,55
21608,4,21,375,42
21619,4,21,375,1656
21646,4,21,542,57
21666,4,21,375,1647
21680,4,21,374,399
21736,4,21,375,983
21739,4,21,542,1650
21748,4,21,374,1646
21764,4,21,375,44
21767,4,21,507,981
21772,4,21,375,57
21879,4,21,382,42
21896,4,21,542,953
21922,4,21,381,398
21945,4,22,542,252
21954,4,22,375,50
21960,4,22,382,252
21995,4,22,507,468
22036,4,22,375,227
22046,4,22,375,229
22047,4,22,382,465
22054,4,22,374,252
22056,4,22,382,468
22073,4,22,374,467
22087,4,22,381,502
22112,4,22,374,468
22125,4,23,375,182
22140,4,23,542,740
22154,4,23,375,47
22183,4,23,507,157
22209,4,23,542,156
22246,4,23,382,156
22254,4,23,374,740
22259,4,23,381,770
22313,4,23,374,188
22317,4,23,507,158
22328,4,23,374,156
22331,4,23,507,160
22371,4,23,374,46
22381,4,23,507,1652
22382,4,23,382,154
22392,4,23,382,768
22425,4,24,542,412
22427,4,24,542,1663
22463,4,24,542,1661
22483,4,24,542,1668
22494,4,24,542,1668
22569,4,25,382,70
22605,4,25,382,99
22619,4,25,375,69
22620,4,25,542,100
22655,4,25,507,100
22656,4,25,374,100
22659,4,25,542,70
22682,4,26,375,308
22703,4,26,381,329
22712,4,26,382,93
22735,4,26,382,93
22738,4,26,374,308
22746,4,26,374,74
22749,4,26,382,92
22768,4,26,375,95
22772,4,26,375,74
22786,4,26,375,326
22789,4,26,374,308
22794,4,26,375,329
22804,4,26,374,304
22807,4,26,507,73
22811,4,26,542,305
22835,4,26,542,74
22840,4,26,382,308
22846,4,26,381,328
22908,4,27,374,197
22935,4,27,381,200
22949,4,27,382,402
23019,5,1,1328,1678
23043,5,1,1344,215
23044,5,1,1345,215
23099,5,1,1342,380
23118,5,1,1344,1677
23190,5,2,1329,861
23236,5,2,1682,1692
23251,5,2,1345,346
23324,5,3,1331,362
23385,5,4,1328,507
23404,5,7,1344,1714
23414,5,8,1330,862
23435,5,8,1344,365
23453,5,8,1344,1702
23472,5,8,1344,389
23481,5,8,1329,365
23492,5,8,1330,364
23530,5,8,1345,368
23546,5,8,1343,862
23555,5,8,1344,363
23559,5,8,1344,1701
23564,5,8,1328,367
23585,5,8,1328,1676
23598,5,8,1344,947
23618,5,8,1330,387
23646,5,8,1330,1701
23647,5,8,1344,1327
23656,5,8,1330,366
23690,5,8,1344,389
23698,5,8,1342,387
23706,5,8,1682,366
23709,5,8,1331,1675
23721,5,8,1331,1698
23733,5,8,1329,1697
23737,5,8,1345,388
23778,5,9,1342,1183
23787,5,10,1342,13
23815,5,11,1344,989
23825,5,12,1342,60
23839,5,16,1343,262
23854,5,16,1328,285
23897,5,20,1682,80
23912,5,21,1682,1655
23939,5,21,1328,980
23958,5,21,1330,1656
23989,5,21,1330,1654
24016,5,21,1330,1650
24031,5,21,1330,57
24080,5,22,1342,228
24091,5,22,1345,467
24172,5,23,1344,742
24174,5,23,1342,742
24176,5,23,1690,159
24178,5,23,1342,768
24183,5,23,1343,47
