ind,ozone,dzone,obs,dbs
63248,21,15,54,385
6826,1,23,380,47
66722,22,1,503,215
91073,26,8,327,864
39760,9,8,165,862
27886,8,2,363,261
82817,24,23,1660,768
98543,27,21,207,982
70589,22,25,504,378
19394,3,23,358,187
13315,2,21,354,397
70237,22,24,228,1666
62981,21,11,43,225
74015,23,4,767,507
92614,26,11,96,221
18790,3,21,359,1654
37855,8,27,864,59
82271,24,21,1664,1655
10893,2,9,357,164
44735,10,8,1182,1676
40525,9,8,1336,1673
13220,2,21,861,980
36529,8,25,863,71
5100,1,21,215,955
46334,10,27,9,393
93293,26,21,328,398
47498,11,2,987,354
11485,2,10,345,111
34470,8,23,1702,769
23967,5,21,1345,397
18222,3,10,342,14
48258,11,8,255,369
38729,9,2,1333,295
10071,2,8,346,368
33376,8,21,1703,55
77901,23,25,155,71
88076,25,26,101,303
63480,21,17,397,267
29035,8,6,365,5
77420,23,24,767,1660
88752,26,1,306,1677
87657,25,24,299,1718
29263,8,8,864,862
86381,25,12,68,62
35254,8,23,390,183
20674,4,5,542,1344
13415,2,21,356,956
33743,8,21,365,1656
59503,21,2,58,354
85911,25,9,334,1163
81131,24,9,1662,1180
58696,21,2,981,1680
24911,6,6,16,336
72473,23,2,183,1693
89907,26,2,75,1679
43100,9,26,164,306
80324,24,8,1718,1675
76520,23,19,159,249
96237,26,27,308,1717
35755,8,24,368,1664
7068,1,24,1677,1669
62482,21,9,56,1180
5139,1,21,506,42
28880,8,5,1699,1344
28840,8,5,1270,1343
10566,2,8,343,1699
61875,21,8,57,1676
41268,9,21,164,1648
29550,8,8,366,1674
1467,1,8,215,1674
49001,11,12,255,324
5162,1,21,380,55
3257,1,12,215,1720
12115,2,12,261,323
29063,8,6,1700,948
63804,21,21,397,399
38070,9,1,1337,1694
85747,25,8,68,390
71594,23,1,188,1
68353,22,7,252,1714
75778,23,10,770,313
72123,23,1,156,1677
25225,6,21,297,1654
78244,23,26,45,306
66402,21,27,1650,208
73105,23,2,741,355
34887,8,23,389,184
83174,24,23,1661,183
41373,9,21,1162,41
75488,23,9,47,176
46267,10,26,113,73
38656,9,2,1162,344
4852,1,21,380,399
81354,24,10,1666,11
75632,23,9,742,1268
4859,1,21,380,54
14074,2,22,353,502
93397,26,21,327,1647
43739,10,1,11,215
15954,2,25,1679,71
1449,1,8,1677,1696
85857,25,9,332,1337
80893,24,8,1662,1700
61337,21,8,954,1270
14877,2,23,353,770
78843,24,1,411,1694
92593,26,11,95,258
5873,1,22,506,228
36506,8,25,1674,300
30945,8,9,862,1340
35150,8,23,367,159
6927,1,23,215,1651
38522,9,2,1340,345
58918,21,2,956,344
6083,1,23,1694,1651
50317,11,24,991,1662
16425,2,26,772,325
78691,23,27,187,1716
21250,4,11,382,10
65441,21,26,58,92
17580,3,7,339,180
10721,2,9,357,1268
31662,8,11,1702,257
39058,9,3,1335,339
35559,8,24,862,459
36014,8,24,1676,1660
64826,21,24,41,411
4368,1,21,215,41
69626,22,15,501,371
86604,25,20,71,88
75585,23,9,181,1336
13624,2,21,353,57
45914,10,24,13,1662
1735,1,9,1678,1333
68643,22,8,228,862
3729,1,20,215,540
25087,6,9,311,1341
35282,8,23,364,185
88354,25,27,333,1671
36333,8,25,1702,300
81241,24,9,1660,1180
59372,21,2,955,861
89021,26,1,77,1694
94723,26,23,377,45
45264,10,17,1181,267
22889,4,26,542,97
47954,11,6,223,29
55807,19,8,1511,390
27290,8,1,1700,376
75771,23,10,156,112
27203,8,1,1676,1695
4068,1,21,1,41
32982,8,21,1697,58
25248,6,21,17,1653
90815,26,8,96,862
73869,23,4,47,542
86083,25,10,70,114
6108,1,23,1695,181
82246,24,21,1661,57
24917,6,7,27,32
36345,8,25,863,71
34873,8,23,864,46
8250,1,26,215,304
80642,24,8,1667,1696
70068,22,22,502,504
39212,9,4,165,374
7282,1,24,1694,1668
52313,15,1,1326,1695
52042,12,26,36,329
71591,23,1,157,506
50417,11,25,216,68
45875,10,24,317,1660
18383,3,11,358,987
17309,3,1,339,1694
3970,1,21,506,397
61144,21,8,41,367
63305,21,16,398,858
5762,1,22,1,504
67546,22,2,253,1693
45364,10,21,115,1646
66853,22,1,228,1
50749,11,26,226,307
55912,19,9,244,1334
74822,23,8,47,1696
48091,11,8,1626,1676
86387,25,12,300,309
3143,1,11,376,996
24600,6,1,336,1694
72156,23,1,52,1678
39660,9,8,1180,1673
1602,1,8,1677,370
52649,16,1,284,376
8286,1,26,215,95
86855,25,21,299,981
38238,9,1,1180,1694
40420,9,8,144,1673
46590,11,1,505,376
44397,10,3,143,338
61021,21,8,1650,387
97829,27,9,463,1160
82411,24,21,1669,399
11449,2,10,261,1181
36070,8,24,1675,1666
20870,4,8,374,1700
35217,8,23,369,186
