bl1,bl2,bs1,bs2,dir1,dir2,condist
L27,L6,65,5,2,1,505
L27,L6,767,52,2,2,127
L27,L6,65,29,2,2,605
L27,L66,463,1659,2,1,427
L27,L66,463,1671,2,2,533
L27,L9,741,52,1,1,127
L27,L9,741,188,1,2,125
L27,L9,767,52,2,1,127
L27,L9,59,58,2,1,710
L27,L9,767,188,2,2,125
L27,L9,59,41,2,2,710
L28,L3,771,18,2,1,74
L28,L3,771,66,2,2,289
L28,L36,771,619,2,1,145
L28,L36,771,619,2,2,145
L28,L38,771,18,2,1,74
L28,L38,771,18,2,2,74
L28,L4,771,18,2,1,74
L28,L4,771,66,2,2,289
L28,L43,771,18,2,1,74
L28,L43,771,18,2,2,74
L28,L44,771,1508,2,1,186
L28,L44,771,17,2,2,226
L28,L441,771,1508,2,1,186
L28,L441,771,17,2,2,226
L28,L5,771,18,2,1,74
L28,L5,771,66,2,2,289
L28,L6,771,18,2,1,74
L28,L6,771,66,2,2,289
L28,L66,771,18,2,1,74
L28,L66,771,66,2,2,289
L28,L7,773,1681,1,1,568
L28,L7,773,1691,1,2,595
L28,L7,860,1681,2,1,600
L28,L7,860,1691,2,2,627
L28,L9,773,1691,1,1,595
L28,L9,773,1681,1,2,568
L28,L9,860,1691,2,1,627
L28,L9,771,18,2,1,74
L28,L9,860,1681,2,2,600
L28,L9,771,180,2,2,320
L29,L39,946,864,2,1,0
L29,L39,946,946,2,2,0
L29,L40,896,1368,1,1,107
L29,L40,905,905,1,1,0
L29,L40,896,1371,1,2,64
L29,L40,905,905,1,2,0
L29,L40,910,1370,2,1,75
L29,L6,363,363,2,1,0
L29,L6,363,363,2,2,0
L29,L7,363,862,2,1,132
L29,L7,363,364,2,2,241
L29,L9,363,364,2,1,241
L29,L9,363,862,2,2,132
L3,L30,948,990,1,1,512
L3,L30,955,254,1,1,811
L3,L30,948,990,1,2,512
L3,L30,465,227,1,2,551
L3,L30,980,254,2,1,824
L3,L30,985,951,2,1,0
L3,L30,980,227,2,2,989
L3,L30,985,951,2,2,0
L3,L33,1,506,2,1,529
L3,L33,1,506,2,2,529
L3,L35,1,506,2,1,529
L3,L35,1,506,2,2,529
L3,L36,18,619,1,1,220
L3,L36,18,619,1,2,220
L3,L36,66,619,2,1,435
L3,L36,66,619,2,2,435
L3,L38,18,18,1,1,0
L3,L38,18,18,1,2,0
L3,L38,66,18,2,1,215
L3,L38,66,18,2,2,215
L3,L4,66,18,2,1,215
L3,L4,66,66,2,2,0
L3,L43,18,18,1,1,0
L3,L43,964,412,1,1,495
L3,L43,18,18,1,2,0
L3,L43,965,457,1,2,893
L3,L43,987,36,2,1,924
L3,L43,29,34,2,1,447
L3,L43,29,65,2,2,605
L3,L44,18,1508,1,1,261
L3,L44,18,17,1,2,300
L3,L44,66,1508,2,1,476
L3,L44,66,17,2,2,515
L3,L441,18,1508,1,1,261
L3,L441,18,17,1,2,300
L3,L441,66,1508,2,1,476
L3,L441,66,17,2,2,515
L3,L45,1,506,2,1,529
L3,L45,1,506,2,2,529
L3,L5,764,744,1,1,72
L3,L5,764,764,1,2,0
L3,L5,744,744,2,1,0
L3,L5,987,36,2,1,924
L3,L5,29,34,2,1,447
L3,L5,973,764,2,2,37
L3,L5,29,65,2,2,605
L3,L6,983,1647,2,1,549
L3,L6,983,1656,2,2,549
L3,L66,987,36,2,1,924
L3,L66,29,34,2,1,447
L3,L66,29,65,2,2,605
L3,L9,18,18,1,1,0
L3,L9,953,399,1,1,482
L3,L9,18,180,1,2,395
L3,L9,953,398,1,2,482
L3,L9,983,1656,2,1,549
L3,L9,29,65,2,1,605
L3,L9,983,1647,2,2,549
L3,L9,987,36,2,2,924
L3,L9,29,34,2,2,447
L3,251,1,506,2,1,529
L3,251,1,506,2,2,529
L30,L43,36,36,1,1,0
L30,L43,991,63,1,2,402
L30,L43,62,38,2,1,525
L30,L43,62,61,2,2,443
L30,L5,36,36,1,1,0
L30,L5,991,63,1,2,402
L30,L5,62,38,2,1,525
L30,L5,62,61,2,2,443
L30,L6,990,7,1,1,723
L30,L6,990,988,1,2,511
L30,L6,991,949,2,1,446
L30,L6,991,987,2,2,526
L30,L66,36,36,1,1,0
L30,L66,991,63,1,2,402
L30,L66,62,38,2,1,525
L30,L66,62,61,2,2,443
L30,L9,991,63,1,1,402
L30,L9,36,36,1,2,0
L30,L9,62,61,2,1,443
L30,L9,62,38,2,2,525
L33,L332,1011,1084,1,1,77
L33,L332,1011,1085,1,2,77
L33,L332,1056,1083,2,1,18
L33,L332,1056,1086,2,2,18
L33,L35,542,507,2,1,45
L33,L35,542,542,2,2,0
L33,L4,506,1,2,1,529
L33,L4,506,1,2,2,529
L33,L45,542,507,2,1,45
L33,L45,542,542,2,2,0
L33,L5,506,1,2,1,529
L33,L5,506,1,2,2,529
L33,L6,542,375,2,1,97
L33,L6,542,381,2,2,97
L33,L66,506,1,2,1,529
L33,L66,506,1,2,2,529
L33,251,542,381,2,1,97
L33,251,542,375,2,2,97
L332,L43,1097,427,2,1,29
L332,L43,1097,444,2,2,0
L35,L4,506,1,2,1,529
L35,L4,506,1,2,2,529
L35,L40,1118,1118,1,1,0
L35,L40,1118,1139,1,2,0
L35,L40,1135,1118,2,1,432
L35,L40,1135,1139,2,2,432
L35,L41,1118,1118,1,1,0
L35,L41,1118,1139,1,2,0
L35,L41,1135,1430,2,1,116
L35,L41,1135,1431,2,2,75
L35,L45,1159,512,2,1,295
L35,L45,1159,537,2,2,224
L35,L5,506,1,2,1,529
L35,L5,506,1,2,2,529
L35,L6,542,375,2,1,97
L35,L6,542,381,2,2,97
L35,L66,506,1,2,1,529
L35,L66,506,1,2,2,529
L35,251,542,381,2,1,97
L35,251,542,375,2,2,97
L36,L38,144,1160,1,1,282
L36,L38,144,1268,1,2,341
L36,L38,1179,1183,2,1,278
L36,L38,321,19,2,1,626
L36,L38,1179,1179,2,2,0
L36,L38,321,16,2,2,623
L36,L4,320,1328,2,1,246
L36,L4,320,1345,2,2,246
L36,L43,619,18,2,1,220
L36,L43,619,18,2,2,220
L36,L44,321,19,2,1,626
L36,L44,619,17,2,2,176
L36,L441,321,19,2,1,626
L36,L441,321,1630,2,2,623
L36,L5,619,18,2,1,220
L36,L5,619,66,2,2,435
L36,L6,619,18,2,1,220
L36,L6,619,66,2,2,435
L36,L66,619,18,2,1,220
L36,L66,619,66,2,2,435
L36,L7,314,1345,1,1,248
L36,L7,314,1328,1,2,248
L36,L7,111,144,2,1,420
L36,L7,111,111,2,2,0
L36,L9,320,1328,2,1,246
L36,L9,320,1345,2,2,246
L38,L4,17,311,2,1,495
L38,L4,17,322,2,2,442
L38,L43,18,18,2,1,0
L38,L43,18,18,2,2,0
L38,L44,20,14,1,2,1054
L38,L44,12,23,2,1,616
L38,L44,12,12,2,2,0
L38,L441,12,1577,2,1,616
L38,L441,12,1627,2,2,0
L38,L5,18,18,2,1,0
L38,L5,18,66,2,2,215
L38,L6,18,18,2,1,0
L38,L6,18,66,2,2,215
L38,L66,18,18,2,1,0
L38,L66,18,66,2,2,215
L38,L7,1160,168,1,1,463
L38,L7,1160,174,1,2,445
L38,L7,1268,145,2,1,249
L38,L7,1268,110,2,2,189
L38,L9,17,311,2,1,495
L38,L9,17,322,2,2,442
L39,L40,1293,1305,1,1,25
L39,L40,1293,1293,1,2,0
L39,L6,363,363,2,1,0
L39,L6,363,363,2,2,0
L39,L7,363,862,2,1,132
L39,L7,363,364,2,2,241
L39,L9,363,364,2,1,241
L39,L9,363,862,2,2,132
L4,L43,18,18,1,1,0
L4,L43,18,18,1,2,0
L4,L43,66,18,2,1,215
L4,L43,66,18,2,2,215
L4,L44,18,1508,1,1,261
L4,L44,18,17,1,2,300
L4,L44,321,19,2,1,626
L4,L44,322,17,2,2,442
L4,L441,18,1508,1,1,261
L4,L441,18,17,1,2,300
L4,L441,321,19,2,1,626
L4,L441,321,1630,2,2,623
L4,L45,1,506,2,1,529
L4,L45,1,506,2,2,529
L4,L5,66,18,2,1,215
L4,L5,66,66,2,2,0
L4,L6,66,18,2,1,215
L4,L6,66,66,2,2,0
L4,L66,66,18,2,1,215
L4,L66,66,66,2,2,0
L4,L7,1328,1345,1,1,0
L4,L7,1328,1328,1,2,0
L4,L7,1342,1342,2,1,0
L4,L7,1341,1331,2,2,183
L4,L9,18,18,1,1,0
L4,L9,18,180,1,2,395
L4,L9,1341,1331,2,1,183
L4,L9,1342,1342,2,2,0
L4,251,1,506,2,1,529
L4,251,1,506,2,2,529
L40,L41,1393,1346,2,1,0
L40,L41,1393,1393,2,2,0
L41,L45,1411,1637,1,1,52
L41,L45,1450,1637,2,1,78
L41,L45,1450,1639,2,2,128
L41,L45,1452,1409,2,2,22
L43,L44,18,1508,2,1,261
L43,L44,18,17,2,2,300
L43,L441,18,1508,2,1,261
L43,L441,18,17,2,2,300
L43,L5,459,411,2,1,183
L43,L5,459,459,2,2,0
L43,L6,36,987,1,2,924
L43,L6,65,5,2,1,505
L43,L6,65,29,2,2,605
L43,L66,463,1659,2,1,427
L43,L66,463,1671,2,2,533
L43,L9,59,58,2,1,710
L43,L9,59,41,2,2,710
L44,L441,1515,1586,1,1,174
L44,L441,1523,1523,1,1,0
L44,L441,1515,1621,1,2,112
L44,L441,1522,1617,1,2,46
L44,L441,1560,1523,2,1,0
L44,L441,1562,1590,2,1,41
L44,L441,1570,1585,2,1,109
L44,L441,1560,1615,2,2,0
L44,L441,1563,1563,2,2,0
L44,L441,1570,1570,2,2,0
L44,L5,17,18,2,1,300
L44,L5,17,66,2,2,515
L44,L6,17,18,2,1,300
L44,L6,17,66,2,2,515
L44,L66,17,18,2,1,300
L44,L66,17,66,2,2,515
L44,L9,17,18,2,1,300
L44,L9,17,180,2,2,213
L441,L5,17,18,2,1,300
L441,L5,17,66,2,2,515
L441,L6,17,18,2,1,300
L441,L6,17,66,2,2,515
L441,L66,17,18,2,1,300
L441,L66,17,66,2,2,515
L441,L9,17,311,2,1,495
L441,L9,17,322,2,2,442
L45,L5,506,1,2,1,529
L45,L5,506,1,2,2,529
L45,L6,542,375,2,1,97
L45,L6,542,381,2,2,97
L45,L66,506,1,2,1,529
L45,L66,506,1,2,2,529
L45,251,542,381,2,1,97
L45,251,542,375,2,2,97
L5,L6,741,188,1,1,125
L5,L6,36,987,1,2,924
L5,L6,741,52,1,2,127
L5,L6,767,188,2,1,125
L5,L6,65,5,2,1,505
L5,L6,767,52,2,2,127
L5,L6,65,29,2,2,605
L5,L66,463,1659,2,1,427
L5,L66,463,1671,2,2,533
L5,L9,18,18,1,1,0
L5,L9,741,52,1,1,127
L5,L9,18,180,1,2,395
L5,L9,741,188,1,2,125
L5,L9,767,52,2,1,127
L5,L9,59,58,2,1,710
L5,L9,767,188,2,2,125
L5,L9,59,41,2,2,710
L5,251,1,506,2,1,529
L5,251,1,506,2,2,529
L6,L66,2,1,1,1,257
L6,L66,2,1,1,2,257
L6,L66,987,36,2,1,924
L6,L66,29,34,2,1,447
L6,L66,29,65,2,2,605
L6,L7,386,1674,2,1,497
L6,L7,386,1697,2,2,438
L6,L9,18,18,1,1,0
L6,L9,1646,399,1,1,382
L6,L9,18,180,1,2,395
L6,L9,1646,398,1,2,382
L6,L9,29,65,2,1,605
L6,L9,387,1699,2,1,240
L6,L9,987,36,2,2,924
L6,L9,29,34,2,2,447
L6,L9,387,388,2,2,278
L6,251,372,543,1,1,75
L6,251,372,618,1,2,75
L6,251,381,506,2,1,626
L6,251,381,506,2,2,626
L66,L9,18,18,1,1,0
L66,L9,18,180,1,2,395
L66,L9,59,58,2,1,710
L66,L9,59,41,2,2,710
L66,251,1,506,2,1,529
L66,251,1,506,2,2,529
L7,L9,1328,1328,2,1,0
L7,L9,1328,1345,2,2,0
