ind,ozone,dzone,obs,dbs
862,1,8,506,1676
863,1,8,1677,370
864,1,8,1,365
865,1,8,376,1676
866,1,8,376,369
867,1,8,215,946
868,1,8,215,862
869,1,8,1677,1696
870,1,8,1,1675
871,1,8,1677,389
872,1,8,1678,1674
873,1,8,1695,364
874,1,8,376,1697
875,1,8,506,390
876,1,8,376,1696
877,1,8,1,386
878,1,8,380,368
879,1,8,1694,366
880,1,8,1694,386
881,1,8,506,1700
882,1,8,1678,1703
883,1,8,1,365
884,1,8,215,1327
885,1,8,380,367
886,1,8,1694,1698
887,1,8,1677,367
888,1,8,1678,1676
889,1,8,376,365
890,1,8,1695,370
891,1,8,1,387
892,1,8,1,389
893,1,8,1678,389
894,1,8,1,1698
895,1,8,1694,1675
896,1,8,506,386
897,1,8,215,1327
898,1,8,1678,389
899,1,8,1694,1674
900,1,8,1695,1675
901,1,8,1677,365
902,1,8,215,365
903,1,8,1695,1702
904,1,8,1,367
905,1,8,380,1698
906,1,8,1677,862
907,1,8,1,1697
908,1,8,380,369
909,1,8,215,388
910,1,8,506,366
911,1,8,1677,369
912,1,8,506,1675
913,1,8,1677,386
914,1,8,215,864
915,1,8,1,367
916,1,8,1694,1699
917,1,8,376,366
918,1,8,380,365
919,1,8,376,364
920,1,8,1,388
921,1,8,506,1676
922,1,8,215,366
923,1,8,1678,387
924,1,8,380,947
925,1,8,376,1702
926,1,8,215,1270
927,1,8,380,366
928,1,8,506,390
929,1,8,380,1702
930,1,8,376,1676
931,1,8,1678,390
932,1,8,1677,368
933,1,8,1,863
934,1,8,1695,364
935,1,8,1,1703
936,1,8,376,1674
937,1,8,376,386
938,1,8,215,947
939,1,8,506,386
940,1,8,1695,368
941,1,8,380,1703
942,1,8,215,1674
943,1,8,506,370
944,1,8,380,388
945,1,8,506,1675
946,1,8,215,365
947,1,8,376,364
948,1,8,1,1327
949,1,8,506,1703
950,1,8,215,1696
951,1,8,1694,862
952,1,8,1678,389
953,1,8,380,363
954,1,8,376,366
955,1,8,215,363
956,1,8,215,947
957,1,8,1694,1674
958,1,8,1694,387
959,1,8,1694,1702
960,1,8,506,1676
961,1,8,1,365
962,1,8,1694,367
963,1,8,1,389
964,1,8,1677,1702
965,1,8,380,1697
966,1,8,376,1673
967,1,8,380,947
968,1,8,1,1700
969,1,8,1694,1675
970,1,8,506,1698
971,1,8,380,386
972,1,8,215,1699
973,1,8,1,1699
974,1,8,1695,1676
975,1,8,376,365
976,1,8,1694,1673
977,1,8,1678,1699
978,1,8,1678,1701
979,1,8,1677,862
980,1,8,215,1270
981,1,8,376,947
982,1,8,1677,1675
983,1,8,376,1674
984,1,8,380,946
985,1,8,1678,369
986,1,8,1677,862
987,1,8,1677,365
988,1,8,376,1700
989,1,8,380,386
990,1,8,380,1270
991,1,8,506,1697
992,1,8,506,1675
993,1,8,1,390
994,1,8,1678,387
995,1,8,1694,388
996,1,8,1,1700
997,1,8,1694,391
998,1,8,215,1327
999,1,8,380,387
1000,1,8,1695,1702
1001,1,8,215,1676
1002,1,8,1695,367
1003,1,8,1678,391
1004,1,8,215,1696
1005,1,8,1695,1674
1006,1,8,376,1674
1007,1,8,376,365
1008,1,8,380,1699
1009,1,8,380,1674
1010,1,8,1677,364
1011,1,8,1,367
1012,1,8,506,1697
1013,1,8,506,366
1014,1,8,506,1270
1015,1,8,376,1674
1016,1,8,506,388
1017,1,8,376,1696
1018,1,8,1677,386
1019,1,8,1678,1675
1020,1,8,215,364
1021,1,8,380,365
1022,1,8,380,1676
1023,1,8,1677,391
1024,1,8,1677,1696
1025,1,8,1694,1701
1026,1,8,506,387
1027,1,8,215,1674
1028,1,8,1678,390
1029,1,8,1,1327
1030,1,8,380,390
1031,1,8,380,1676
1032,1,8,215,1701
1033,1,8,380,366
1034,1,8,1678,1675
1035,1,8,215,1697
1036,1,8,215,368
1037,1,8,1677,369
1038,1,8,1694,363
1039,1,8,215,1697
1040,1,8,1,1702
1041,1,8,1,366
1042,1,8,215,367
1043,1,8,1,387
1044,1,8,215,368
1045,1,8,1694,1674
1046,1,8,1695,389
1047,1,8,1695,391
1048,1,8,376,1696
1049,1,8,376,363
1050,1,8,215,367
1051,1,8,1694,369
1052,1,8,1695,1699
1053,1,8,1,1675
1054,1,8,376,367
1055,1,8,215,1698
1056,1,8,1677,862
1057,1,8,215,1675
1058,1,8,215,1700
1059,1,8,1678,1698
1060,1,8,380,1676
1061,1,8,380,367
1062,1,8,376,1703
1063,1,8,215,947
1064,1,8,1695,366
1065,1,8,506,862
1066,1,8,376,367
1067,1,8,215,862
1068,1,8,1,391
1069,1,8,506,388
1070,1,8,1678,388
1071,1,8,380,369
1072,1,8,1678,370
1073,1,8,376,369
1074,1,8,215,369
1075,1,8,376,1676
1076,1,8,376,367
1077,1,8,506,366
1078,1,8,506,863
1079,1,8,1,363
1080,1,8,506,1675
1081,1,8,376,1673
1082,1,8,215,368
1083,1,8,380,386
1084,1,8,376,369
1085,1,8,1677,370
1086,1,8,1,370
1087,1,8,506,1675
1088,1,8,1695,1698
1089,1,8,215,1698
1090,1,8,1694,1698
1091,1,8,1694,367
1092,1,8,215,390
1093,1,8,506,1702
1094,1,8,1678,366
1095,1,8,215,1270
1096,1,8,215,1703
1097,1,8,1678,862
1098,1,8,1677,389
1099,1,8,1694,370
1100,1,8,1678,369
1101,1,8,1,369
1102,1,8,1678,366
1103,1,8,1,1674
1104,1,8,376,1270
1105,1,8,1,1701
1106,1,8,1677,369
1107,1,8,1678,1701
1108,1,8,1677,370
1109,1,8,1677,367
1110,1,8,215,1697
1111,1,8,1694,364
1112,1,8,506,390
1113,1,8,1695,391
1114,1,8,1695,862
1115,1,8,380,1675
1116,1,8,1695,367
1117,1,8,1678,366
1118,1,8,380,369
1119,1,8,376,366
1120,1,8,1694,862
1121,1,8,1677,1697
1122,1,8,380,1675
1123,1,8,380,1696
1124,1,8,1,389
1125,1,8,1695,389
1126,1,8,506,391
1127,1,8,215,1703
1128,1,8,1,1270
1129,1,8,1677,1673
1130,1,8,1,1700
1131,1,8,506,1699
1132,1,8,1695,387
1133,1,8,215,1696
1134,1,8,376,364
1135,1,8,506,1699
1136,1,8,1694,1698
1137,1,8,506,388
1138,1,8,1694,862
1139,1,8,1678,386
1140,1,8,506,364
1141,1,8,506,386
1142,1,8,380,391
1143,1,8,376,369
1144,1,8,376,1700
1145,1,8,1694,1676
1146,1,8,380,370
1147,1,8,215,1698
1148,1,8,380,365
1149,1,8,376,1676
1150,1,8,506,1696
1151,1,8,1695,1697
1152,1,8,380,388
1153,1,8,1678,390
1154,1,8,1,946
1155,1,8,376,1676
1156,1,8,1,391
1157,1,8,215,368
1158,1,8,1694,1697
1159,1,8,1677,862
1160,1,8,380,1674
1161,1,8,1678,862
1162,1,8,215,364
1163,1,8,1678,1701
1164,1,8,380,370
1165,1,8,1678,369
1166,1,8,1,390
1167,1,8,506,864
1168,1,8,506,947
1169,1,8,1678,391
1170,1,8,1694,1703
1171,1,8,1695,369
1172,1,8,376,1676
1173,1,8,376,947
1174,1,8,1677,365
1175,1,8,380,863
1176,1,8,380,1675
1177,1,8,1678,366
1178,1,8,1,1676
1179,1,8,1694,391
1180,1,8,215,946
1181,1,8,1,946
1182,1,8,1,1674
1183,1,8,380,1270
1184,1,8,506,386
1185,1,8,376,1270
1186,1,8,1695,1701
1187,1,8,215,390
1188,1,8,380,1673
1189,1,8,506,1698
1190,1,8,1695,390
1191,1,8,215,368
1192,1,8,1,368
1193,1,8,215,1673
1194,1,8,376,1703
1195,1,8,380,369
1196,1,8,506,366
1197,1,8,215,863
1198,1,8,506,864
1199,1,8,506,390
1200,1,8,1,363
1201,1,8,380,1699
1202,1,8,376,1270
1203,1,8,1677,1699
1204,1,8,376,864
1205,1,8,1677,1676
1206,1,8,1,946
1207,1,8,380,386
1208,1,8,376,946
1209,1,8,1695,386
1210,1,8,376,388
1211,1,8,1695,363
1212,1,8,1678,1703
1213,1,8,506,1674
1214,1,8,1694,366
1215,1,8,1678,389
1216,1,8,1677,386
1217,1,8,376,863
1218,1,8,376,386
1219,1,8,380,1676
1220,1,8,1695,1702
1221,1,8,1,1675
1222,1,8,1677,1696
1223,1,8,506,947
1224,1,8,1694,367
1225,1,8,1694,1698
1226,1,8,1678,386
1227,1,8,1,390
1228,1,8,1,366
1229,1,8,380,388
1230,1,8,506,390
1231,1,8,1,364
1232,1,8,506,1699
1233,1,8,1678,1675
1234,1,8,215,1702
1235,1,8,380,1327
1236,1,8,1,365
1237,1,8,1,1701
1238,1,8,1678,862
1239,1,8,1677,369
1240,1,8,376,1701
1241,1,8,215,367
1242,1,8,1677,387
1243,1,8,506,390
1244,1,8,1694,370
1245,1,8,1694,366
1246,1,8,1677,386
1247,1,8,1677,368
1248,1,8,380,366
1249,1,8,380,1699
1250,1,8,1694,369
1251,1,8,215,1674
1252,1,8,1,1698
1253,1,8,380,1675
1254,1,8,376,1696
1255,1,8,380,1270
1256,1,8,1678,366
1257,1,8,376,1703
1258,1,8,506,1675
1259,1,8,380,388
1260,1,8,215,390
1261,1,8,506,387
1262,1,8,1695,1699
1263,1,8,1,947
1264,1,8,1678,366
1265,1,8,1694,369
1266,1,8,1677,1675
1267,1,8,1678,389
1268,1,8,1,370
1269,1,8,376,386
1270,1,8,1678,368
1271,1,8,1695,862
