ind,ozone,dzone,obs,dbs
87647,25,24,123,1660
17583,3,7,360,33
26892,8,1,387,376
97630,27,8,192,1674
21371,4,11,381,1626
55178,18,4,172,381
61700,21,8,54,366
48661,11,9,984,165
60035,21,3,1648,362
83779,24,26,1665,134
12420,2,18,1680,1625
49306,11,21,989,398
70892,22,26,251,97
62664,21,10,42,317
83766,24,26,1668,94
92674,26,12,329,38
4737,1,21,380,1647
28294,8,3,366,338
56765,20,16,509,280
63387,21,16,41,285
21577,4,21,507,953
17763,3,8,339,386
16843,2,26,861,377
84141,25,1,998,1694
47531,11,2,224,861
869,1,8,1,1696
68811,22,8,501,1674
82851,24,23,1661,154
55627,19,1,1583,506
73250,23,2,47,261
23291,5,3,1328,362
55813,19,8,1686,390
14023,2,22,1691,231
54449,17,1,858,1694
91764,26,9,121,1161
20655,4,3,374,360
86810,25,21,333,955
85275,25,7,332,66
3449,1,16,380,776
10429,2,8,1679,1270
56396,19,26,958,325
30501,8,9,390,176
50714,11,26,10,1070
32436,8,16,1697,275
39256,9,4,1160,542
6355,1,23,1695,183
52567,15,26,545,330
79582,24,2,1666,357
57976,21,1,56,215
84163,25,1,333,1695
83674,24,26,1668,95
86291,25,11,334,952
75078,23,8,181,389
97333,27,8,197,1701
38228,9,1,1162,376
49651,11,22,990,957
4854,1,21,1678,43
16551,2,26,354,96
51583,12,16,324,775
73517,23,3,159,361
39856,9,8,1336,369
14734,2,23,355,185
92459,26,11,303,991
31168,8,10,388,14
2776,1,11,506,258
75532,23,9,1652,177
29504,8,8,1702,1702
13622,2,21,1693,1650
33586,8,21,863,1653
18622,3,20,361,89
35874,8,24,1702,1666
75804,23,10,158,22
88720,26,1,325,380
62400,21,9,1647,1180
40404,9,8,1160,1327
13040,2,21,344,398
90885,26,8,121,391
76518,23,19,184,1622
54576,17,7,291,34
35343,8,24,367,1670
23447,5,8,1345,363
58973,21,2,956,355
6783,1,23,1,160
76206,23,12,185,309
27700,8,2,1700,344
46889,11,1,259,376
14621,2,23,1681,766
91379,26,8,306,388
8731,1,26,1,92
61331,21,8,955,1699
36192,8,25,370,132
65023,21,25,981,132
42938,9,26,1161,118
36868,8,26,363,94
73295,23,2,181,295
44204,10,2,139,1691
97997,27,10,40,1628
4557,1,21,380,44
87791,25,24,302,457
52723,16,1,272,1677
37659,8,27,1703,195
925,1,8,506,947
60860,21,7,399,180
6100,1,23,1677,182
3401,1,16,1678,281
60643,21,5,57,1690
71083,22,27,228,463
44267,10,2,111,1693
9299,2,1,295,1677
30132,8,9,862,1341
71211,22,27,50,189
78237,23,26,158,136
62722,21,10,956,166
97130,27,4,395,374
14290,2,22,1680,49
77959,23,26,187,97
99111,27,23,395,160
99313,27,25,40,100
80129,24,4,459,542
63272,21,16,1656,856
1856,1,9,1695,1335
57354,21,1,983,1677
2983,1,11,215,224
57819,21,1,43,506
6618,1,23,1695,186
6895,1,23,1695,1652
51722,12,21,324,55
12793,2,21,347,43
31257,8,10,365,162
16736,2,26,344,305
41626,9,21,1183,953
87126,25,22,334,51
38651,9,2,1334,1691
69105,22,9,252,1333
85417,25,8,333,1703
70764,22,26,254,121
84831,25,2,67,1681
163,1,2,380,354
48717,11,9,224,163
60630,21,5,397,1343
23755,5,9,1330,1162
54341,16,26,263,121
46045,10,25,315,298
91445,26,8,95,390
95164,26,25,379,99
96177,26,27,328,464
97367,27,8,199,1697
78671,23,27,53,190
13375,2,21,772,955
70114,22,23,228,186
82607,24,22,412,231
79746,24,2,460,1691
84127,25,1,999,506
9545,2,3,261,338
5725,1,22,376,49
32291,8,13,367,405
66759,22,1,253,1677
1852,1,9,376,1338
68578,22,8,254,1702
61757,21,8,980,368
76811,23,21,158,954
23324,5,3,1690,362
75976,23,11,182,257
92562,26,11,96,984
57993,21,1,1654,215
21656,4,21,507,56
97703,27,8,192,1699
45136,10,11,142,952
71828,23,1,46,1694
93281,26,21,94,982
922,1,8,1,1700
14115,2,22,1692,467
64575,21,24,980,1664
95944,26,26,119,92
5852,1,22,506,467
43826,10,1,117,215
30652,8,9,391,176
20919,4,8,382,391
99608,27,26,396,96
40036,9,8,176,363
47404,11,2,991,343
20339,3,26,340,377
55710,19,2,248,354
55278,18,9,146,1339
97820,27,8,403,1700
16239,2,25,356,99
82332,24,21,1670,57
94615,26,23,118,1652
52455,15,17,385,858
15673,2,24,354,1667
48020,11,8,1626,386
97685,27,8,199,1703
15833,2,24,357,1663
68783,22,8,49,1700
41291,9,21,164,1656
72467,23,2,46,261
43469,9,27,1333,196
24440,5,26,1345,119
88378,25,27,101,205
17186,2,27,1691,207
49087,11,16,216,283
16483,2,26,1692,306
40472,9,8,1180,1697
43970,10,2,140,356
27,1,1,1,506
98325,27,19,210,958
3086,1,11,1677,224
7584,1,24,1695,457
25968,7,8,34,1674
48305,11,8,952,947
45483,10,21,175,981
90406,26,4,327,542
98283,27,17,190,858
42845,9,25,1341,130
20882,4,8,507,946
31562,8,11,1270,984
5642,1,22,506,468
26623,8,1,367,1677
19998,3,25,358,101
31639,8,11,1697,258
11971,2,11,346,951
32051,8,11,366,223
44942,10,8,1629,388
52320,15,2,865,355
18920,3,21,342,956
20105,3,25,360,125
42023,9,22,163,253
34362,8,22,1676,227
56517,20,2,79,1681
92797,26,16,119,858
74578,23,8,45,1270
86880,25,21,71,1656
56389,19,26,1572,330
20179,3,26,338,134
92875,26,16,75,275
66787,22,1,467,376
5004,1,21,1695,56
20506,3,27,358,40
25822,7,2,2,343
78577,23,27,186,194
92314,26,10,96,141
26925,8,1,389,380
72552,23,2,47,1691
42312,9,23,1333,156
62702,21,10,397,161
73215,23,2,183,295
79815,24,2,458,772
87612,25,24,68,1663
27231,8,1,363,1677
58086,21,1,953,1678
97619,27,8,406,367
646,1,6,1695,311
96767,27,2,1659,1680
29966,8,9,1698,1162
47465,11,2,224,1691
71039,22,26,503,306
64363,21,24,1650,458
13860,2,22,261,48
90222,26,3,75,362
19376,3,22,342,467
59340,21,2,980,1681
56394,19,26,1583,306
89287,26,1,119,1
48365,11,8,223,1674
21558,4,21,381,54
18596,3,19,361,1582
79611,24,2,1667,861
91500,26,8,136,365
26633,8,1,863,1678
57159,21,1,983,1
56028,19,16,1688,294
48363,11,8,951,390
57857,21,1,398,1695
23615,5,8,1682,386
70682,22,25,51,125
69434,22,11,254,222
52104,13,4,993,381
726,1,7,1678,2
49732,11,22,987,251
43442,9,26,1183,72
7922,1,25,376,67
95838,26,26,329,330
20925,4,8,382,388
17237,2,27,346,1672
18343,3,11,342,10
97025,27,3,207,341
24217,5,23,1343,767
97631,27,8,1658,389
72607,23,2,740,355
83862,24,26,1663,379
20850,4,8,507,1699
71855,23,1,52,215
94045,26,22,303,502
3555,1,17,1695,858
71473,23,1,740,1695
28545,8,4,389,374
62696,21,10,1646,1577
13223,2,21,356,41
83796,24,26,412,73
59807,21,3,954,341
15130,2,23,344,159
86919,25,21,99,400
6305,1,23,506,159
69544,22,11,502,951
37102,8,26,391,119
55197,18,6,110,6
49817,11,23,987,964
87358,25,23,132,154
24357,5,25,1328,130
97304,27,7,204,3
42230,9,23,1337,768
21491,4,16,374,293
98274,27,17,401,291
83353,24,25,1661,128
42782,9,25,1332,1069
47425,11,2,10,354
14304,2,22,861,231
68968,22,9,50,1335
96397,27,1,1671,1694
91988,26,9,327,1163
9002,1,27,1695,213
67419,22,2,229,1692
65669,21,26,1654,305
44769,10,8,112,363
79861,24,3,1668,340
74422,23,8,160,1673
73149,23,2,53,357
63866,21,21,42,955
37749,8,27,386,205
38335,9,1,1160,376
18621,3,20,340,91
36625,8,26,1696,328
79865,24,3,1662,342
55656,19,2,249,355
60615,21,5,58,1329
25787,7,2,180,772
25547,6,26,7,305
45273,10,17,174,291
8954,1,27,1,204
56998,20,26,90,72
54408,16,27,276,401
11007,2,9,345,1183
39206,9,4,1160,381
82795,24,23,1665,157
25769,7,2,2,347
31135,8,10,1700,167
47615,11,3,1626,339
12755,2,21,1681,981
60769,21,6,42,27
50652,11,26,987,96
17044,2,27,1691,393
14388,2,22,344,50
29225,8,7,386,31
70669,22,25,254,300
2031,1,9,376,1335
27606,8,2,1698,343
67279,22,2,229,1691
40427,9,8,1340,1673
52767,16,2,348,1691
29814,8,9,369,176
27584,8,2,364,1680
32510,8,16,366,773
23445,5,8,1345,947
1296,1,8,376,1697
3486,1,16,506,351
50991,12,1,37,1677
11138,2,9,1680,1339
36495,8,25,1696,332
93026,26,19,325,958
19559,3,23,342,769
93185,26,21,121,43
84426,25,1,101,376
33054,8,21,370,1647
40298,9,8,1268,1673
32294,8,13,367,84
1461,1,8,1694,1674
79517,24,2,1665,1680
16759,2,26,346,119
90207,26,3,74,359
76893,23,22,184,229
94668,26,23,328,186
18180,3,10,339,1627
14245,2,22,346,254
98180,27,12,194,39
12822,2,21,354,399
85985,25,9,130,1183
6133,1,23,1,47
55546,18,26,170,304
34363,8,22,946,48
44314,10,3,139,359
53455,16,11,269,258
5231,1,22,1694,252
94156,26,22,92,465
71862,23,1,184,1678
65072,21,25,1656,300
47031,11,2,990,343
85651,25,8,99,365
55035,17,26,291,329
83420,24,25,1663,132
38764,9,2,1332,355
95866,26,26,306,118
50311,11,24,987,1666
26089,7,9,32,1268
91583,26,8,93,391
73179,23,2,740,345
76232,23,12,155,39
48059,11,8,991,1703
65165,21,25,956,98
51427,12,8,62,1699
16570,2,26,354,305
15793,2,24,343,1669
80193,24,5,410,1345
38893,9,2,1335,295
64906,21,25,398,133
90087,26,3,136,339
34987,8,23,863,1652
24112,5,22,1328,957
17273,2,27,1679,407
82211,24,21,457,983
235,1,2,506,346
17323,3,1,342,1678
8988,1,27,376,394
2832,1,11,506,1626
79596,24,2,1664,1692
25180,6,17,27,291
59560,21,2,983,347
10599,2,8,1691,1327
34674,8,23,1675,47
5062,1,21,506,956
10295,2,8,347,368
94784,26,24,327,412
65854,21,26,955,73
13899,2,22,345,254
72881,23,2,154,1681
9225,1,27,1677,204
42066,9,23,1333,155
18901,3,21,341,399
39406,9,8,1160,864
8429,1,26,1695,306
9160,1,27,215,196
56880,20,22,80,51
88775,26,1,96,1695
88510,26,1,118,1678
68829,22,8,252,390
23197,5,2,1328,343
68534,22,8,979,1701
37146,8,26,368,74
89931,26,2,135,1679
63660,21,21,1646,982
73302,23,2,52,261
54875,17,22,291,253
53780,16,21,281,56
61482,21,8,955,387
49963,11,23,222,181
37152,8,26,1703,136
79280,24,1,1670,215
85249,25,6,301,1630
65519,21,26,57,97
87899,25,25,300,102
59171,21,2,1647,1691
33535,8,21,388,56
36217,8,25,1673,1069
77277,23,24,46,1661
68731,22,8,252,1700
1812,1,9,380,1183
20425,3,26,341,72
49802,11,23,24,160
94944,26,24,74,1666
26601,8,1,386,1
10773,2,9,345,164
25333,6,23,29,183
54463,17,1,858,1694
73844,23,4,741,374
40734,9,9,1162,163
65,1,1,215,1
17309,3,1,360,376
96163,26,27,75,198
86493,25,16,332,348
33922,8,22,365,253
86656,25,21,132,42
66194,21,27,1655,394
92835,26,16,96,775
71809,23,1,769,1677
23515,5,8,1328,388
67189,22,2,228,353
85983,25,9,131,1333
1395,1,8,1678,1675
51675,12,21,60,1647
99108,27,23,214,770
67567,22,2,48,1691
40653,9,8,1340,862
46167,10,26,1575,1070
93231,26,21,74,55
7699,1,25,1695,68
53307,16,9,272,1161
1580,1,8,1,368
45458,10,21,315,58
16241,2,25,354,123
7618,1,25,506,128
33199,8,21,364,42
6762,1,23,215,769
71774,23,1,186,1694
32874,8,21,1698,398
9705,2,5,1679,1343
47561,11,3,24,361
94319,26,23,328,766
85942,25,9,300,1160
58135,21,1,955,215
99297,27,25,408,130
53713,16,21,266,982
66604,22,1,228,1678
13079,2,21,354,398
43520,9,27,1160,396
65394,21,26,1653,76
73087,23,2,186,1681
3964,1,21,1695,1653
83618,24,26,1660,121
74802,23,8,183,1699
99138,27,23,209,183
4769,1,21,1694,981
54076,16,24,284,1660
5606,1,22,376,48
67397,22,2,957,344
72763,23,2,46,347
42445,9,23,1332,47
64934,21,25,42,68
84724,25,2,301,345
52271,13,26,85,119
2333,1,10,215,1575
44001,10,2,22,346
13758,2,21,357,1657
62352,21,9,41,177
67017,22,1,465,1677
87117,25,22,333,468
12583,2,21,1693,953
23497,5,8,1331,863
93494,26,21,329,1646
38780,9,2,1183,345
54746,1,8,506,370
31227,8,10,363,175
42149,9,23,1340,185
53342,16,9,269,1339
13016,2,21,345,983
20701,4,5,375,1682
35335,8,24,1697,412
97961,27,10,191,115
21943,4,22,542,467
75378,23,9,158,1180
23620,5,8,1330,1675
485,1,5,1694,1682
31262,8,10,1699,162
35073,8,23,1698,184
74961,23,8,188,390
73943,23,4,186,375
68582,22,8,50,366
9844,2,6,1681,260
79947,24,3,411,358
53756,16,21,265,1653
4512,1,21,1695,56
29366,8,8,367,946
1096,1,8,1677,1673
9749,2,6,861,988
26539,7,26,3,305
58924,21,2,1656,1692
71417,23,1,155,1
84746,25,2,302,1692
4097,1,21,1695,955
68089,22,4,468,507
84586,25,2,133,344
62422,21,9,1647,1183
13721,2,21,346,43
87253,25,23,98,187
94993,26,24,118,1662
14049,2,22,344,50
76105,23,11,53,223
52324,15,2,865,356
39476,9,8,1162,391
65776,21,26,981,75
45058,10,10,111,1269
49935,11,23,990,47
45054,10,10,22,315
97675,27,8,464,1270
66848,22,1,251,1
67174,22,2,228,261
7312,1,24,380,457
99057,27,23,394,47
16208,2,25,343,123
67481,22,2,957,772
18053,3,9,338,1335
14047,2,22,346,254
24836,6,3,619,339
30854,8,9,863,164
4147,1,21,1694,54
11544,2,11,295,256
8117,1,26,1,307
33752,8,21,862,400
89433,26,2,118,354
64633,21,24,43,1668
39229,9,4,176,381
73076,23,2,740,1679
12672,2,21,1681,953
85483,25,8,129,1697
41970,9,22,1340,227
71996,23,1,160,1694
97425,27,8,191,387
37510,8,27,370,199
10175,2,8,772,1702
78275,23,26,183,135
15470,2,24,356,1662
10529,2,8,1681,863
49098,11,16,952,858
36045,8,24,366,410
22931,4,27,374,408
82342,24,21,458,955
63268,21,16,956,351
56403,19,26,1513,93
75595,23,9,46,1268
2975,1,11,1694,505
3141,1,11,1695,1626
30431,8,9,370,1183
90554,26,5,329,1342
49600,11,21,26,1656
14251,2,22,295,501
5982,1,23,1677,188
35966,8,24,367,460
63908,21,21,1649,981
59299,21,2,397,295
12029,2,11,261,987
34922,8,23,862,188
2235,1,10,1695,175
80190,24,5,1667,1330
55253,18,8,149,365
76675,23,21,160,43
26749,8,1,1270,506
51751,12,22,62,979
33754,8,21,946,1657
68612,22,8,231,862
12191,2,15,1680,866
7246,1,24,506,458
71404,23,1,768,215
35872,8,24,1698,459
90974,26,8,307,390
54787,17,18,291,1579
94252,26,23,327,45
75519,23,9,1651,1183
73781,23,3,188,338
9112,1,27,1695,408
53405,16,11,351,986
57865,21,1,397,1678
22229,4,23,375,182
81477,24,11,460,991
74206,23,5,52,1344
48015,11,8,24,1676
98625,27,21,462,1650
44533,10,6,316,296
99548,27,26,203,94
86651,25,21,69,955
62465,21,9,55,1334
22990,5,1,1682,1694
42648,9,25,1339,331
1271,1,8,1677,1676
95841,26,26,325,93
35627,8,24,1673,460
68307,22,6,51,29
23824,5,12,1342,61
79736,24,2,1666,346
75282,23,9,741,1162
85033,25,4,133,381
91900,26,9,325,1180
60559,21,5,1647,1345
56763,20,16,509,857
89410,26,2,305,1692
72559,23,2,160,343
21848,4,21,375,1646
71658,23,1,740,506
28016,8,2,1270,345
45242,10,16,114,294
81373,24,10,459,111
47092,11,2,991,772
47258,11,2,258,1681
46923,11,1,10,1
10811,2,9,343,165
94728,26,23,325,155
29867,8,9,1270,1341
95120,26,24,325,1661
23419,5,8,1329,368
78782,23,27,157,205
61172,21,8,956,369
56583,20,4,88,375
76774,23,21,154,1647
70849,22,26,979,94
14277,2,22,355,465
85186,25,5,998,1331
26133,7,11,64,222
35912,8,24,364,411
94306,26,23,308,740
80167,24,5,1669,1328
79137,24,1,1662,380
3812,1,21,506,1646
92251,26,10,118,113
74706,23,8,159,386
87227,25,22,123,254
61853,21,8,41,1673
96930,27,2,59,1681
13340,2,21,354,398
34036,8,22,1676,229
45400,10,21,168,58
92612,26,11,304,950
50818,11,27,257,1672
53223,16,8,285,370
27876,8,2,364,772
80213,24,5,412,1690
59979,21,3,56,362
16315,2,26,355,97
12090,2,12,1693,60
27655,8,2,389,353
34393,8,22,364,251
27284,8,1,1327,1694
47554,11,3,951,358
94169,26,22,77,50
42883,9,25,1180,331
39364,9,6,1335,19
18544,3,16,338,282
20223,3,26,340,308
83224,24,24,410,1668
56634,20,8,90,1702
31082,8,10,1673,161
18954,3,21,359,58
99614,27,26,209,305
37966,9,1,1338,215
96688,27,1,204,506
4834,1,21,506,400
79115,24,1,1669,1694
46728,11,1,989,1695
82844,24,23,1666,769
88172,25,26,1069,121
38415,9,1,1332,1678
64159,21,23,983,185
98704,27,21,189,955
45074,10,10,318,166
41962,9,22,1333,50
98551,27,21,402,1647
17084,2,27,1679,1672
29787,8,8,1698,391
57815,21,1,1656,215
18245,3,11,338,24
44672,10,8,115,1703
86008,25,9,332,177
12678,2,21,345,954
54643,17,8,858,862
75765,23,10,156,319
82049,24,21,1667,57
77680,23,25,187,102
26270,7,21,33,1646
16609,2,26,1692,135
62788,21,11,400,256
92006,26,9,303,165
69685,22,16,957,348
80483,24,8,412,1700
91874,26,9,118,1183
10227,2,8,354,1673
91189,26,8,306,364
80936,24,8,1662,368
19802,3,24,340,460
22950,4,27,382,461
87973,25,25,125,300
38237,9,1,1332,376
34619,8,23,1675,52
59055,21,2,956,1681
89175,26,1,121,215
6292,1,23,1694,46
99569,27,26,403,75
10897,2,9,353,1335
76401,23,16,187,269
70344,22,24,51,459
13835,2,22,295,230
47638,11,3,990,358
12795,2,21,1693,42
8030,1,25,1,998
42003,9,22,144,253
90702,26,6,77,260
83118,24,23,410,45
23483,5,8,1331,1673
23331,5,3,1344,338
94486,26,23,306,742
79866,24,3,459,342
50049,11,23,26,154
26554,7,27,33,190
60696,21,5,400,1682
91209,26,8,77,364
68384,22,7,253,32
86109,25,10,67,112
33160,8,21,1676,983
85885,25,9,132,1341
2571,1,10,1,12
32795,8,20,1699,80
77581,23,24,187,410
78288,23,26,181,75
61826,21,8,56,364
5031,1,21,376,1657
94168,26,22,308,957
26917,8,1,1673,1694
7056,1,23,380,53
30364,8,9,1270,1332
43221,9,26,176,379
80774,24,8,1666,388
76065,23,11,156,225
68987,22,9,957,1160
13853,2,22,354,979
84716,25,2,133,346
