ind,ozone,dzone,obs,dbs
4451,1,21,1677,1649
4456,1,21,1,982
4458,1,21,215,42
4474,1,21,215,55
4493,1,21,380,57
4496,1,21,1,1656
4500,1,21,380,399
4507,1,21,1677,982
4526,1,21,215,400
4551,1,21,1677,982
4554,1,21,215,1656
4572,1,21,1695,1646
4578,1,21,380,983
4579,1,21,380,43
4586,1,21,380,1647
4592,1,21,1,398
4600,1,21,506,953
4619,1,21,380,955
4622,1,21,1677,1646
4623,1,21,1694,57
4624,1,21,1,1649
4626,1,21,1677,1657
4639,1,21,1695,400
4642,1,21,1,57
4655,1,21,376,41
4659,1,21,506,54
4663,1,21,376,982
4670,1,21,1,43
4672,1,21,1678,1646
4686,1,21,1694,981
4688,1,21,376,400
4696,1,21,1695,1653
4702,1,21,1694,1656
4703,1,21,1677,54
4710,1,21,215,56
4711,1,21,1,982
4712,1,21,1,980
4717,1,21,1695,1648
4726,1,21,1695,981
4735,1,21,1677,1647
4744,1,21,380,981
4748,1,21,380,1648
4751,1,21,376,1648
4766,1,21,506,1654
4778,1,21,506,400
4790,1,21,1694,43
4798,1,21,506,43
4808,1,21,1694,981
4818,1,21,506,1657
4833,1,21,215,1654
4841,1,21,215,56
4842,1,21,215,1650
4849,1,21,376,42
4853,1,21,380,42
4855,1,21,506,400
4863,1,21,376,981
4868,1,21,1678,955
4877,1,21,1,980
4879,1,21,1,1647
4881,1,21,1,953
4884,1,21,376,1655
4885,1,21,376,1650
4886,1,21,1678,1649
4887,1,21,376,1654
4888,1,21,1677,400
4889,1,21,1695,953
4892,1,21,1677,982
4898,1,21,1,1646
4899,1,21,1678,1648
4900,1,21,1678,42
4920,1,21,376,955
4922,1,21,380,55
4937,1,21,376,44
4945,1,21,376,1654
4947,1,21,1677,397
4953,1,21,1677,55
4954,1,21,380,54
4967,1,21,1695,399
4977,1,21,1678,953
4979,1,21,380,956
5002,1,21,1695,1653
5006,1,21,1695,56
5010,1,21,376,1647
5027,1,21,380,953
5037,1,21,215,43
5039,1,21,1694,1648
5046,1,21,1694,398
5048,1,21,1,399
5049,1,21,506,56
5054,1,21,1677,43
5060,1,21,506,954
5065,1,21,506,42
5075,1,21,380,954
5082,1,21,376,1655
5091,1,21,506,956
5111,1,21,1678,57
5129,1,21,1695,1654
5132,1,21,506,1655
5133,1,21,1677,398
5143,1,21,215,398
5149,1,21,380,43
5166,1,21,1,1650
5168,1,21,215,57
5172,1,21,1678,980
5192,1,22,1677,250
5197,1,22,1695,254
5202,1,22,1678,503
5206,1,22,1695,466
5216,1,22,1694,252
5225,1,22,380,48
5228,1,22,376,504
5239,1,22,506,228
5244,1,22,1678,251
5248,1,22,376,228
5251,1,22,380,466
5252,1,22,1,501
5254,1,22,1694,253
5272,1,22,1,504
5274,1,22,215,254
5281,1,22,215,502
5282,1,22,1694,49
5308,1,22,1695,229
5313,1,22,215,501
5317,1,22,1678,228
5347,1,22,1677,465
5353,1,22,1694,230
5356,1,22,380,468
5358,1,22,376,50
5360,1,22,1677,230
5368,1,22,1678,503
5369,1,22,376,228
5383,1,22,1678,228
5400,1,22,1678,49
5403,1,22,1678,250
5417,1,22,1,501
5420,1,22,1677,230
5428,1,22,1678,230
5439,1,22,506,50
5458,1,22,1,254
5462,1,22,1695,252
5463,1,22,380,254
5469,1,22,376,467
5470,1,22,380,48
5473,1,22,380,465
5479,1,22,1677,502
5489,1,22,1677,254
5490,1,22,376,227
5496,1,22,376,466
5498,1,22,1678,252
5501,1,22,1695,468
5508,1,22,1,231
5517,1,22,506,50
5519,1,22,1,231
5534,1,22,215,503
5537,1,22,215,51
5538,1,22,1678,253
5540,1,22,215,466
5550,1,22,1694,504
5572,1,22,1,251
5574,1,22,1677,227
5581,1,22,1695,51
5588,1,22,1695,501
5592,1,22,1677,468
5603,1,22,1678,49
5617,1,22,506,229
5619,1,22,506,51
5620,1,22,1677,253
5621,1,22,506,48
5637,1,22,1678,49
5640,1,22,1,253
5662,1,22,506,49
5664,1,22,215,50
5668,1,22,1,228
5674,1,22,1694,503
5678,1,22,380,250
5681,1,22,1694,502
5686,1,22,1695,253
5687,1,22,1,228
5694,1,22,380,251
5695,1,22,1694,468
5699,1,22,1695,254
5706,1,22,1678,467
5711,1,22,1678,251
5712,1,22,215,253
5722,1,22,1677,51
5723,1,22,1694,252
5726,1,22,1,252
5731,1,22,1,466
5744,1,22,1677,252
5749,1,22,215,48
5757,1,22,1678,466
5759,1,22,1,251
5770,1,22,380,251
5773,1,22,376,252
5774,1,22,506,504
5775,1,22,506,251
5783,1,22,1695,503
5784,1,22,215,250
5788,1,22,1678,253
5790,1,22,1678,252
5801,1,22,376,48
5810,1,22,1694,253
5811,1,22,215,250
5818,1,22,215,467
5820,1,22,1678,503
5821,1,22,1,229
5823,1,22,1,252
5840,1,22,376,229
5844,1,22,376,468
5849,1,22,376,231
5854,1,22,215,252
5868,1,22,1695,465
5874,1,22,1,467
5887,1,22,376,49
5898,1,22,376,252
5900,1,22,506,253
5904,1,22,1695,466
5914,1,22,376,254
5940,1,23,376,185
5948,1,23,215,46
5954,1,23,1,154
5966,1,23,1,160
5969,1,23,215,45
5975,1,23,1,181
5976,1,23,506,159
5978,1,23,215,767
5982,1,23,376,185
5990,1,23,376,158
5995,1,23,506,188
5997,1,23,380,160
6000,1,23,506,186
6002,1,23,380,52
6005,1,23,215,1651
6010,1,23,376,155
6017,1,23,1677,184
6031,1,23,1678,53
6038,1,23,380,47
6041,1,23,1695,184
6054,1,23,1694,742
6056,1,23,506,740
6060,1,23,1694,1652
6061,1,23,1695,186
6066,1,23,506,770
6067,1,23,1695,740
6084,1,23,1695,184
6087,1,23,1,769
6095,1,23,215,157
6104,1,23,1678,53
6109,1,23,1678,45
6111,1,23,215,46
6118,1,23,1695,188
6120,1,23,1695,158
6130,1,23,1,53
6132,1,23,506,188
6149,1,23,1678,156
6150,1,23,215,741
6153,1,23,376,45
6158,1,23,1695,186
6163,1,23,1694,156
6173,1,23,1,741
6176,1,23,506,185
6190,1,23,1677,741
6193,1,23,1677,157
6201,1,23,1694,183
6204,1,23,1,158
6210,1,23,1695,188
6229,1,23,1694,770
6230,1,23,380,47
6258,1,23,1,155
6262,1,23,506,1651
6270,1,23,376,188
6276,1,23,1,188
6277,1,23,1695,156
6282,1,23,376,768
6288,1,23,1677,154
6289,1,23,1,767
6301,1,23,376,45
6305,1,23,1,45
6311,1,23,1,186
6322,1,23,506,45
6324,1,23,1677,768
6332,1,23,1,53
6339,1,23,1,1651
6346,1,23,1,1651
6358,1,23,1677,46
6369,1,23,1695,53
6374,1,23,1695,156
6388,1,23,506,964
6389,1,23,380,964
6397,1,23,1694,183
6422,1,23,1677,158
6424,1,23,1,183
6426,1,23,376,188
6428,1,23,1677,770
6435,1,23,1,767
6437,1,23,380,159
6449,1,23,376,186
6450,1,23,1695,187
6453,1,23,1678,155
6457,1,23,1678,45
6464,1,23,376,46
6466,1,23,506,181
6467,1,23,1694,187
6468,1,23,1694,46
6469,1,23,1677,766
6470,1,23,1,188
6471,1,23,1678,46
6491,1,23,380,155
6503,1,23,215,769
6504,1,23,1695,1651
6535,1,23,1678,185
6539,1,23,1677,181
6546,1,23,1695,767
6557,1,23,1678,740
6561,1,23,1678,156
6570,1,23,215,181
6571,1,23,376,1651
6580,1,23,1694,184
6588,1,23,506,181
6591,1,23,1678,768
6595,1,23,380,156
6608,1,23,1695,769
6611,1,23,380,766
6612,1,23,506,157
6618,1,23,1678,158
6624,1,23,1677,184
6626,1,23,380,184
6628,1,23,215,742
6635,1,23,1695,181
6638,1,23,1695,156
6641,1,23,1694,155
6653,1,23,1,156
6655,1,23,1694,741
6658,1,23,1678,769
6665,1,23,1677,158
6689,1,23,1678,742
6690,1,23,506,154
6704,1,23,1677,766
6705,1,23,1694,158
6706,1,23,1695,47
6710,1,23,1,181
6711,1,23,376,182
6712,1,23,1,154
6713,1,23,1695,768
6720,1,23,376,45
6725,1,23,380,156
6727,1,23,380,187
6731,1,23,1694,768
6732,1,23,376,767
6733,1,23,1677,53
6741,1,23,1678,1651
6744,1,23,376,184
6747,1,23,1695,1652
6757,1,23,380,769
6759,1,23,1694,158
6767,1,23,1694,964
6769,1,23,506,1651
6770,1,23,506,159
6788,1,23,215,159
6797,1,23,1678,160
6804,1,23,376,160
6830,1,23,1677,159
6832,1,23,376,46
6834,1,23,1,157
6859,1,23,1677,52
6868,1,23,1694,160
6873,1,23,215,1652
6874,1,23,1678,156
6878,1,23,1677,1652
6881,1,23,1678,740
6885,1,23,1677,766
6886,1,23,1677,186
6890,1,23,1694,181
6904,1,23,1,770
6913,1,23,1677,45
6914,1,23,1677,767
6916,1,23,506,1651
6925,1,23,506,157
6930,1,23,506,741
6931,1,23,1678,188
6939,1,23,506,160
6943,1,23,1694,1652
6949,1,23,1678,158
6958,1,23,380,183
6972,1,23,1695,768
6978,1,23,1694,768
6983,1,23,215,766
6984,1,23,215,1651
6986,1,23,1695,1652
6996,1,23,1694,157
7013,1,23,1678,52
7024,1,23,1695,47
7025,1,23,1694,742
7038,1,23,215,52
7042,1,23,1,188
7053,1,23,380,767
7054,1,23,380,1651
7064,1,24,380,1660
7070,1,24,380,412
7073,1,24,376,1664
7077,1,24,1678,1670
7080,1,24,506,1669
7082,1,24,1,412
7110,1,24,506,1667
7111,1,24,1677,1667
7118,1,24,1695,1661
7123,1,24,1694,412
7125,1,24,1694,1667
7130,1,24,380,1660
7131,1,24,215,410
7133,1,24,506,1718
7138,1,24,376,1667
7141,1,24,506,1669
7142,1,24,1678,1666
7153,1,24,1678,1669
7167,1,24,1694,1668
7171,1,24,380,1668
7172,1,24,215,1664
7185,1,24,1695,1669
7205,1,24,1,1665
7212,1,24,1,1661
7214,1,24,215,459
7215,1,24,1694,459
7232,1,24,1677,410
7233,1,24,380,411
7234,1,24,376,1718
7236,1,24,1695,459
7241,1,24,1694,1663
7255,1,24,376,460
7265,1,24,380,1670
7299,1,24,1677,460
7300,1,24,380,459
7303,1,24,1678,1663
7304,1,24,1695,1663
7311,1,24,1695,1663
7316,1,24,380,1667
7327,1,24,1695,1660
7333,1,24,1678,1670
7334,1,24,506,1663
7340,1,24,215,411
7341,1,24,1695,1661
7343,1,24,380,1662
7347,1,24,1677,1663
7349,1,24,1,1662
7356,1,24,380,412
7364,1,24,1695,1718
7372,1,24,1,412
7391,1,24,380,1670
7393,1,24,380,1669
7396,1,24,1677,1666
7399,1,24,1694,459
7402,1,24,1677,1665
7406,1,24,1678,411
7412,1,24,1694,411
7419,1,24,1677,411
7439,1,24,1695,1670
7442,1,24,1695,459
7451,1,24,1678,411
7455,1,24,215,1660
7458,1,24,376,1668
7462,1,24,1695,1669
7465,1,24,380,1667
7473,1,24,506,1667
7477,1,24,376,1665
7482,1,24,1,1661
7498,1,24,1678,411
7520,1,24,506,412
7532,1,24,1678,1718
7540,1,24,1694,460
7542,1,24,380,1660
7550,1,24,215,410
7551,1,24,1677,1718
7568,1,24,376,1669
7570,1,24,1678,1666
7618,1,25,1,99
7630,1,25,380,333
7637,1,25,1694,100
7642,1,25,1678,404
7643,1,25,215,298
7655,1,25,1677,331
7659,1,25,1695,71
7660,1,25,1695,68
7668,1,25,506,70
7670,1,25,376,99
7672,1,25,1,71
7681,1,25,506,100
7689,1,25,1677,335
7694,1,25,215,67
7699,1,25,1695,101
7710,1,25,1695,333
7713,1,25,376,69
7717,1,25,1694,298
7719,1,25,1677,301
7724,1,25,376,404
7725,1,25,506,101
7726,1,25,215,332
7729,1,25,1678,99
7734,1,25,1677,102
7737,1,25,1694,333
7744,1,25,1695,67
7751,1,25,1,98
7755,1,25,506,302
7760,1,25,1694,67
7761,1,25,1695,101
7770,1,25,1677,98
7778,1,25,1,100
7784,1,25,1694,100
7785,1,25,1678,302
7786,1,25,506,404
7789,1,25,376,298
7797,1,25,1678,404
7798,1,25,380,69
7809,1,25,1,100
7831,1,25,1695,300
7840,1,25,506,101
7852,1,25,1678,302
7860,1,25,1694,404
7862,1,25,215,100
7863,1,25,215,68
7872,1,25,376,332
7885,1,25,1694,71
7897,1,25,506,71
7901,1,25,215,99
7903,1,25,1,333
7912,1,25,1694,67
7916,1,25,1677,301
7918,1,25,1677,331
7920,1,25,1677,98
7925,1,25,1,69
7926,1,25,1677,332
7927,1,25,1695,69
7938,1,25,1677,99
7953,1,25,1,378
7959,1,25,1678,99
7970,1,25,376,71
7974,1,25,1694,299
7985,1,25,1677,300
7990,1,25,1677,335
8000,1,25,1,335
8001,1,25,215,299
8004,1,25,1694,378
8015,1,25,1678,69
8034,1,25,376,70
8039,1,25,215,332
8042,1,25,1678,378
8052,1,25,1695,404
8057,1,25,1694,67
8059,1,25,1,302
8060,1,25,506,300
